"보안등위치명",설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치연도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
"개봉1동",1,서울특별시 구로구 고척로18길 38-7,서울특별시 구로구 개봉동 68-74,37.49881326,126.8455267,2016,한전주,02-860-2407,서울특별시 구로구청,2022-05-31
"개봉1동",1,서울특별시 구로구 고척로16가길 20,서울특별시 구로구 개봉동 68-94,37.49876343,126.8453824,2016,한전주,02-860-2407,서울특별시 구로구청,2022-05-31
"개봉1동",1,서울특별시 구로구 고척로18길 59,서울특별시 구로구 개봉동 70-62,37.49837988,126.8460103,2016,한전주,02-860-2407,서울특별시 구로구청,2022-05-31
"개봉1동",1,서울특별시 구로구 고척로18길 59-10,서울특별시 구로구 개봉동 70-18,37.49802435,126.8462265,2017,한전주,02-860-2407,서울특별시 구로구청,2022-05-31
"개봉1동",1,서울특별시 구로구 고척로18길 59-14,서울특별시 구로구 개봉동 70-23,37.4979246,126.8464225,2017,건축물,02-860-2407,서울특별시 구로구청,2022-05-31
"개봉1동",1,서울특별시 구로구 고척로22길 74,서울특별시 구로구 개봉동 73-7,37.49835815,126.847247,2010,전용주,02-860-2407,서울특별시 구로구청,2022-05-31
"개봉1동",1,서울특별시 구로구 고척로22길 70,서울특별시 구로구 개봉동 73-5,37.49850797,126.8473067,2016,한전주,02-860-2407,서울특별시 구로구청,2022-05-31
"개봉1동",1,서울특별시 구로구 고척로22길 70,서울특별시 구로구 개봉동 73-5,37.49850797,126.8473067,2010,한전주,02-860-2407,서울특별시 구로구청,2022-05-31
"개봉1동",1,서울특별시 구로구 고척로20길 61-7,서울특별시 구로구 개봉동 70-3,37.49871793,126.8470501,2016,한전주,02-860-2407,서울특별시 구로구청,2022-05-31
"개봉1동",1,서울특별시 구로구 고척로20길 61,서울특별시 구로구 개봉동 70-4,37.49863368,126.8471096,2016,전용주,02-860-2407,서울특별시 구로구청,2022-05-31
"개봉1동",1,서울특별시 구로구 고척로20길 61-7,서울특별시 구로구 개봉동 70-3,37.49871793,126.8470501,2010,전용주,02-860-2407,서울특별시 구로구청,2022-05-31
"개봉1동",1,서울특별시 구로구 고척로20길 53-11,서울특별시 구로구 개봉동 69-17,37.49911839,126.8472983,2010,건축물,02-860-2407,서울특별시 구로구청,2022-05-31
"개봉1동",1,서울특별시 구로구 고척로18나길 27,서울특별시 구로구 개봉동 69-2,37.49927653,126.8472369,2010,건축물,02-860-2407,서울특별시 구로구청,2022-05-31
"개봉2동",1,서울특별시 구로구 개봉로17나길 98,서울특별시 구로구 개봉동 308-8,37.49447015,126.8503596,2017,전용주,02-860-2407,서울특별시 구로구청,2022-05-31
"개봉2동",1,서울특별시 구로구 서해안로34가길 11-29,서울특별시 구로구 개봉동 310-30,37.49456459,126.8499481,2017,한전주,02-860-2407,서울특별시 구로구청,2022-05-31
"개봉2동",1,서울특별시 구로구 서해안로34가길 11-29,서울특별시 구로구 개봉동 310-30,37.49456459,126.8499481,2017,한전주,02-860-2407,서울특별시 구로구청,2022-05-31
"개봉2동",1,서울특별시 구로구 서해안로34가길 11-26,서울특별시 구로구 개봉동 309-3,37.49436658,126.8498325,2016,전용주,02-860-2407,서울특별시 구로구청,2022-05-31
"개봉2동",1,서울특별시 구로구 서해안로34길 22-8,서울특별시 구로구 개봉동 310-28,37.49448496,126.8494643,2017,한전주,02-860-2407,서울특별시 구로구청,2022-05-31
"개봉2동",1,서울특별시 구로구 개봉로17나길 105,서울특별시 구로구 개봉동 310-21,37.49466056,126.8498856,2017,건축물,02-860-2407,서울특별시 구로구청,2022-05-31
"개봉2동",1,서울특별시 구로구 서해안로34길 16-5,서울특별시 구로구 개봉동 310-16,37.49453368,126.8493073,2010,한전주,02-860-2407,서울특별시 구로구청,2022-05-31
"개봉2동",1,서울특별시 구로구 서해안로34가길 11-16,서울특별시 구로구 개봉동 309-7,37.49422956,126.8492089,2016,전용주,02-860-2407,서울특별시 구로구청,2022-05-31
"개봉2동",1,서울특별시 구로구 서해안로34가길 11-9,서울특별시 구로구 개봉동 310-29,37.49434008,126.8488319,2010,한전주,02-860-2407,서울특별시 구로구청,2022-05-31
"개봉2동",1,서울특별시 구로구 서해안로34길 10-5,서울특별시 구로구 개봉동 310-13,37.49447994,126.8489932,2010,건축물,02-860-2407,서울특별시 구로구청,2022-05-31
"개봉2동",1,서울특별시 구로구 서해안로34가길 11-5,서울특별시 구로구 개봉동 310-38,37.49430014,126.8486692,2017,한전주,02-860-2407,서울특별시 구로구청,2022-05-31
"개봉1동",1,서울특별시 구로구 경인로33바길 24,서울특별시 구로구 개봉동 130-9,37.50134329,126.8492954,2017,한전주,02-860-2407,서울특별시 구로구청,2022-05-31
